ds,y,unique_id
1049,1844.9,gold
1050,1841.2,gold
1051,1850.3,gold
1052,1863.9,gold
1053,1833.4,gold
1054,1835.1,gold
1055,1791.2,gold
1056,1813.0,gold
1057,1834.2,gold
1058,1837.5,gold
1059,1842.7,gold
1060,1826.8,gold
1061,1823.2,gold
1062,1799.0,gold
1063,1799.0,gold
1064,1772.8,gold
1065,1775.0,gold
1066,1777.4,gold
1067,1808.4,gold
1068,1805.9,gold
1069,1797.9,gold
1070,1775.4,gold
1071,1728.8,gold
1072,1723.0,gold
1073,1733.6,gold
1074,1715.8,gold
1075,1700.7,gold
1076,1698.5,gold
1077,1678.0,gold
1078,1716.9,gold
1079,1721.8,gold
1080,1722.6,gold
1081,1719.8,gold
1082,1729.2,gold
1083,1730.9,gold
1084,1727.1,gold
1085,1732.5,gold
1086,1741.7,gold
1087,1738.1,gold
1088,1725.1,gold
1089,1733.2,gold
1090,1725.1,gold
1091,1732.3,gold
1092,1712.2,gold
1093,1686.0,gold
1094,1715.6,gold
1095,1728.4,gold
1096,1728.8,gold
1097,1743.0,gold
1098,1741.6,gold
1099,1758.2,gold
1100,1744.8,gold
1101,1732.7,gold
1102,1747.6,gold
1103,1736.3,gold
1104,1766.8,gold
1105,1780.2,gold
1106,1770.6,gold
1107,1778.4,gold
1108,1793.1,gold
1109,1782.0,gold
1110,1777.8,gold
1111,1780.1,gold
1112,1778.8,gold
1113,1773.9,gold
1114,1768.3,gold
1115,1767.7,gold
1116,1791.8,gold
1117,1776.0,gold
1118,1784.3,gold
1119,1815.7,gold
1120,1831.3,gold
1121,1837.6,gold
1122,1836.1,gold
1123,1822.8,gold
1124,1824.0,gold
1125,1838.1,gold
1126,1867.6,gold
1127,1868.0,gold
1128,1881.5,gold
1129,1881.9,gold
1130,1876.7,gold
1131,1884.5,gold
1132,1898.0,gold
1133,1901.2,gold
1134,1895.7,gold
1135,1905.3,gold
1136,1905.0,gold
1137,1905.0,gold
1138,1909.9,gold
1139,1873.3,gold
1140,1892.0,gold
1141,1898.8,gold
1142,1894.4,gold
1143,1895.5,gold
1144,1896.4,gold
1145,1879.6,gold
1146,1865.9,gold
1147,1856.4,gold
1148,1861.4,gold
1149,1774.8,gold
1150,1769.0,gold
1151,1782.9,gold
1152,1777.4,gold
1153,1783.4,gold
1154,1776.7,gold
1155,1777.8,gold
1156,1780.7,gold
1157,1763.6,gold
1158,1771.6,gold
1159,1776.8,gold
1160,1783.3,gold
1161,1794.2,gold
1162,1795.0,gold
1163,1802.1,gold
1164,1800.2,gold
1165,1810.6,gold
1166,1805.9,gold
1167,1809.9,gold
1168,1825.0,gold
1169,1829.0,gold
1170,1815.0,gold
1171,1809.2,gold
1172,1811.4,gold
1173,1803.4,gold
1174,1805.4,gold
1175,1801.8,gold
1176,1799.2,gold
1177,1799.8,gold
1178,1799.7,gold
1179,1835.8,gold
1180,1817.2,gold
