ds,y,unique_id
1001,24.448,silver
1002,24.048,silver
1003,24.363,silver
1004,23.633,silver
1005,23.3,silver
1006,23.362,silver
1007,22.639,silver
1008,22.639,silver
1009,22.593,silver
1010,24.09,silver
1011,24.08,silver
1012,24.137,silver
1013,24.253,silver
1014,24.794,silver
1015,24.736,silver
1016,23.99,silver
1017,24.094,silver
1018,24.092,silver
1019,24.047,silver
1020,24.644,silver
1021,25.052,silver
1022,26.181,silver
1023,26.033,silver
1024,26.379,silver
1025,25.535,silver
1026,25.921,silver
1027,25.908,silver
1028,26.539,silver
1029,26.217,silver
1030,26.573,silver
1031,26.412,silver
1032,27.364,silver
1033,27.64,silver
1034,27.042,silver
1035,27.261,silver
1036,24.637,silver
1037,25.284,silver
1038,25.435,silver
1039,25.572,silver
1040,25.802,silver
1041,24.866,silver
1042,25.32,silver
1043,25.32,silver
1044,25.766,silver
1045,25.854,silver
1046,25.556,silver
1047,25.484,silver
1048,25.538,silver
1049,25.389,silver
1050,25.922,silver
1051,26.914,silver
1052,29.418,silver
1053,26.402,silver
1054,26.889,silver
1055,26.234,silver
1056,27.019,silver
1057,27.576,silver
1058,27.402,silver
1059,27.078,silver
1060,27.047,silver
1061,27.328,silver
1062,27.325,silver
1063,27.325,silver
1064,27.315,silver
1065,27.078,silver
1066,27.254,silver
1067,28.085,silver
1068,27.688,silver
1069,27.859,silver
1070,27.685,silver
1071,26.44,silver
1072,26.678,silver
1073,26.879,silver
1074,26.387,silver
1075,25.461,silver
1076,25.287,silver
1077,25.269,silver
1078,26.183,silver
1079,26.13,silver
1080,26.193,silver
1081,25.911,silver
1082,26.288,silver
1083,26.003,silver
1084,26.058,silver
1085,26.351,silver
1086,26.321,silver
1087,25.769,silver
1088,25.227,silver
1089,25.231,silver
1090,25.047,silver
1091,25.114,silver
1092,24.771,silver
1093,24.137,silver
1094,24.532,silver
1095,24.948,silver
1096,24.78,silver
1097,25.227,silver
1098,25.247,silver
1099,25.585,silver
1100,25.325,silver
1101,24.867,silver
1102,25.426,silver
1103,25.524,silver
1104,25.964,silver
1105,26.105,silver
1106,25.837,silver
1107,25.84,silver
1108,26.57,silver
1109,26.18,silver
1110,26.075,silver
1111,26.209,silver
1112,26.41,silver
1113,26.085,silver
1114,26.085,silver
1115,25.873,silver
1116,26.96,silver
1117,26.558,silver
1118,26.522,silver
1119,27.477,silver
1120,27.477,silver
1121,27.492,silver
1122,27.667,silver
1123,27.244,silver
1124,27.059,silver
1125,27.365,silver
1126,28.274,silver
1127,28.333,silver
1128,28.025,silver
1129,28.067,silver
1130,27.486,silver
1131,27.905,silver
1132,28.056,silver
1133,27.877,silver
1134,27.94,silver
1135,28.014,silver
1136,28.102,silver
1137,28.102,silver
1138,28.204,silver
1139,27.477,silver
1140,27.896,silver
1141,28.018,silver
1142,27.731,silver
1143,28.002,silver
1144,28.031,silver
1145,28.146,silver
1146,28.039,silver
1147,27.693,silver
1148,27.812,silver
1149,25.856,silver
1150,25.969,silver
1151,26.025,silver
1152,25.857,silver
1153,26.111,silver
1154,26.05,silver
1155,26.087,silver
1156,26.223,silver
1157,25.901,silver
1158,26.194,silver
1159,26.1,silver
1160,26.501,silver
1161,26.174,silver
1162,26.174,silver
1163,26.129,silver
1164,25.987,silver
1165,26.234,silver
1166,26.239,silver
1167,26.14,silver
1168,26.271,silver
1169,26.394,silver
1170,25.795,silver
1171,25.144,silver
1172,24.995,silver
1173,25.255,silver
1174,25.381,silver
1175,25.233,silver
1176,25.318,silver
1177,24.649,silver
1178,24.877,silver
1179,25.782,silver
1180,25.547,silver
1181,25.575,silver
1182,25.582,silver
1183,25.461,silver
1184,25.292,silver
1185,24.326,silver
1186,23.269,silver
1187,23.392,silver
1188,23.488,silver
1189,23.116,silver
1190,23.779,silver
1191,23.791,silver
1192,23.659,silver
1193,23.422,silver
1194,23.23,silver
1195,23.112,silver
1196,23.656,silver
1197,23.894,silver
1198,23.775,silver
1199,23.55,silver
1200,24.11,silver
1201,24.006,silver
1202,24.006,silver
1203,24.221,silver
1204,23.918,silver
1205,24.802,silver
1206,24.373,silver
1207,24.373,silver
1208,24.056,silver
1209,24.177,silver
1210,23.9,silver
1211,23.796,silver
1212,23.885,silver
1213,23.801,silver
1214,22.794,silver
1215,22.337,silver
1216,22.204,silver
1217,22.611,silver
1218,22.907,silver
1219,22.679,silver
1220,22.425,silver
1221,22.694,silver
1222,22.467,silver
1223,21.485,silver
1224,22.047,silver
1225,22.536,silver
1226,22.644,silver
1227,22.608,silver
1228,22.532,silver
1229,22.658,silver
1230,22.705,silver
1231,22.665,silver
