,unique_id,ds,cutoff,Informer,Autoformer,PatchTST,y
73,gold,1234,1233,1.130246,1.1498435,1.1532748,1.1650502450258706
74,gold,1235,1234,1.1568725,1.1749125,1.1718961,1.0486075526161196
75,gold,1236,1235,1.0444967,1.0824069,1.0589534,1.038379478282831
76,gold,1237,1236,1.0187166,1.0679926,1.0282958,1.0572620770519796
77,gold,1238,1237,1.025774,1.0315063,1.0519989,1.1139098733594262
78,gold,1239,1238,1.0854458,1.1303121,1.1028988,1.1021082491287082
79,gold,1240,1239,1.0957867,1.1382004,1.1071688,1.1587560454361538
80,gold,1241,1240,1.1570435,1.2008168,1.1633623,1.2000617302436667
81,gold,1242,1241,1.196124,1.2450705,1.2072617,1.1473478086797937
82,gold,1243,1242,1.1218759,1.1947953,1.1403863,1.1685907322950855
83,gold,1244,1243,1.1294214,1.1996504,1.1724988,1.1835394563206614
84,gold,1245,1244,1.156788,1.228694,1.1774582,1.1099759986158535
85,gold,1246,1245,1.0989026,1.114436,1.1020828,1.1567891080643675
86,gold,1247,1246,1.1347829,1.1706872,1.1481191,1.131612309705503
87,gold,1248,1247,1.1159946,1.1568749,1.1387757,1.0312985037444005
88,gold,1249,1248,1.0306641,1.0648109,1.0526742,1.1477411961541506
89,gold,1250,1249,1.1172969,1.1738868,1.1362852,1.2394004776793934
90,gold,1251,1250,1.2158502,1.208029,1.2322524,1.2834598748074073
91,gold,1252,1251,1.2842671,1.2278692,1.2856475,1.2944747240894106
92,gold,1253,1252,1.2833833,1.23675,1.2938658,1.363317532101932
93,gold,1254,1253,1.347443,1.2764934,1.364589,1.4246859781016659
94,gold,1255,1254,1.4252714,1.3162285,1.428088,1.4427818019220997
95,gold,1256,1255,1.441103,1.421039,1.4429661,1.4353074399093113
96,gold,1257,1256,1.4405572,1.4691691,1.4433728,1.3861340056146532
97,gold,1258,1257,1.4078976,1.363124,1.3924512,1.4494693889861734
98,gold,1259,1258,1.4537197,1.494241,1.4496027,1.4148512912427342
99,gold,1260,1259,1.4217494,1.4446228,1.425254,1.3762993187557215
100,gold,1261,1260,1.3870056,1.44657,1.3892506,1.1980947928718804
101,gold,1262,1261,1.211862,1.2954316,1.208264,1.1095826111414957
102,gold,1263,1262,1.0983614,1.1502473,1.1049244,1.111549548513282
103,gold,1264,1263,1.0896007,1.1391847,1.1003121,1.126498272538858
104,gold,1265,1264,1.1152809,1.1564562,1.1405636,1.1217776228465715
105,gold,1266,1265,1.1291434,1.1368377,1.1323998,1.1150900357824978
106,gold,1267,1266,1.1260135,1.1225053,1.1210238,1.0808653255134155
107,gold,1268,1267,1.0835176,1.07673,1.0914695,1.111549548513282
108,gold,1269,1268,1.0943501,1.1015047,1.1348495,1.026577854052113
109,gold,1270,1269,1.0213052,1.0518773,1.0308257,1.1099759986158535
110,gold,1271,1270,1.0750806,1.12097,1.0990484,1.0926669497441335
111,gold,1272,1271,1.0795083,1.1047388,1.0927191,1.1131230984107114
112,gold,1273,1272,1.0930955,1.136232,1.1086295,1.1162701982055694
113,gold,1274,1273,1.0985192,1.1348572,1.1259531,1.0816521004621302
114,gold,1275,1274,1.059091,1.1081905,1.0968815,1.1135164858850684
115,gold,1276,1275,1.0846992,1.1298671,1.1020166,1.1272850474875726
116,gold,1277,1276,1.0990864,1.0825402,1.1147316,1.0643430515904102
117,gold,1278,1277,1.0486206,1.0217494,1.0758638,1.0336588285905437
118,gold,1279,1278,1.0231333,1.1018147,1.054903,1.1662304074489422
119,gold,1280,1279,1.1327983,1.2206137,1.1564418,1.1925873682308792
120,gold,1281,1280,1.179476,1.2651249,1.204806,1.1520684583720802
121,gold,1282,1281,1.1427788,1.2403873,1.1600387,1.128858597385002
122,gold,1283,1282,1.1114916,1.2270969,1.1290768,1.1819659064232328
123,gold,1284,1283,1.1526644,1.2036911,1.1716001,1.2193377164871733
124,gold,1285,1284,1.1901776,1.2177382,1.199172,1.207929479730812
125,gold,1286,1285,1.1861626,1.1795385,1.2009457,1.216190616692315
126,gold,1287,1286,1.2074987,1.1896578,1.2087083,1.196127855500094
127,gold,1288,1287,1.1902441,1.1664267,1.1998807,1.228779015871747
128,gold,1289,1288,1.1994883,1.211584,1.2224474,1.2858201996535505
129,silver,1161,1160,1.7912061,1.7672447,1.7832252,1.7073321297161264
130,silver,1162,1161,1.7304244,1.666701,1.7312752,1.7073321297161264
131,silver,1163,1162,1.7157235,1.7218955,1.7176216,1.6966570386962307
132,silver,1164,1163,1.6931225,1.671873,1.7126144,1.6629711959223352
133,silver,1165,1164,1.6747761,1.7006499,1.7026243,1.7215655844093218
134,silver,1166,1165,1.7216669,1.7613993,1.7380342,1.7227517056337547
135,silver,1167,1166,1.7428261,1.7865562,1.7464082,1.699266505389983
136,silver,1168,1167,1.7192053,1.7881322,1.7118758,1.7303428814701252
137,silver,1169,1168,1.732544,1.8313737,1.7508111,1.7595214635911742
138,silver,1170,1169,1.7497027,1.8838599,1.7582648,1.6174241409041121
139,silver,1171,1170,1.6412611,1.7594867,1.6384628,1.4629911574829462
140,silver,1172,1171,1.4685234,1.5789582,1.4478383,1.427644744994846
141,silver,1173,1172,1.4074038,1.5187265,1.4473063,1.489323048665357
142,silver,1174,1173,1.4951684,1.5516063,1.5029559,1.5192133035210666
143,silver,1175,1174,1.5499399,1.5841037,1.556113,1.4841041152778525
144,silver,1176,1175,1.5207362,1.5177277,1.5345886,1.5042681760932122
145,silver,1177,1176,1.5142788,1.4936616,1.5282097,1.3455651562640885
146,silver,1178,1177,1.3554432,1.3817061,1.3866479,1.3996522840982288
147,silver,1179,1178,1.37685,1.4101657,1.4119291,1.614340225720586
148,silver,1180,1179,1.5868366,1.5809703,1.6001374,1.5585925281722395
149,silver,1181,1180,1.6111084,1.5396698,1.5689673,1.5652348070290634
150,silver,1182,1181,1.5990578,1.555294,1.5530703,1.5668953767432698
151,silver,1183,1182,1.55754,1.5258589,1.5803034,1.5381912431119928
152,silver,1184,1183,1.5376574,1.5168164,1.5599432,1.498100345726161
153,silver,1185,1184,1.4923527,1.4889098,1.4996089,1.2689417251657222
154,silver,1186,1185,1.2709287,1.3591918,1.274437,1.018195698320604
155,silver,1187,1186,1.0417025,1.1892506,1.0023167,1.0473742804416537
156,silver,1188,1187,1.0333291,1.1837946,1.0266813,1.0701478079507658
157,silver,1189,1188,1.0587119,1.1748731,1.1035241,0.981900388852957
158,silver,1190,1189,1.0092366,1.1379704,1.0379021,1.1391800632127613
159,silver,1191,1190,1.140958,1.3576288,1.1621493,1.1420267541514004
160,silver,1192,1191,1.1522211,1.2738876,1.188069,1.1107131538263713
161,silver,1193,1192,1.1206102,1.193237,1.1641579,1.0544910077882517
162,silver,1194,1193,1.0688752,1.1040953,1.1097617,1.0089439527700277
163,silver,1195,1194,0.9835572,1.0220426,1.0350106,0.9809514918734105
164,silver,1196,1195,0.96285355,0.9815783,0.9698137,1.1100014810917114
165,silver,1197,1196,1.0758549,1.0928696,1.112037,1.1664608513747179
166,silver,1198,1197,1.1619979,1.1418989,1.1975895,1.1382311662332147
167,silver,1199,1198,1.1519356,1.1322286,1.1675334,1.0848557111337342
168,silver,1200,1199,1.0737218,1.0506638,1.084768,1.21770128827022
169,silver,1201,1200,1.1737002,1.1831144,1.2282318,1.1930299668020157
170,silver,1202,1201,1.1641215,1.2043881,1.2135996,1.1930299668020157
171,silver,1203,1202,1.1706293,1.2211778,1.1992791,1.244033179452631
172,silver,1204,1203,1.2344524,1.2820182,1.2569444,1.172154233251996
173,silver,1205,1204,1.1746151,1.2597215,1.1953225,1.3818604657317353
174,silver,1206,1205,1.3654634,1.4366374,1.3832548,1.2800912646753917
175,silver,1207,1206,1.276524,1.3782183,1.2978587,1.2800912646753917
176,silver,1208,1207,1.2790837,1.3735379,1.2728659,1.204891179046345
177,silver,1209,1208,1.2039856,1.3096718,1.1789155,1.2335953126776211
178,silver,1210,1209,1.2004546,1.2829356,1.2161007,1.1678841968440374
179,silver,1211,1210,1.1577641,1.2420641,1.1928399,1.143212875375833
180,silver,1212,1211,1.132104,1.2290106,1.1670632,1.1643258331707396
181,silver,1213,1212,1.157699,1.1817886,1.1657203,1.144398996600266
182,silver,1214,1213,1.1458696,1.1353798,1.1567152,0.9055141819994778
183,silver,1215,1214,0.93080986,0.9429286,0.90992504,0.7971027020863093
184,silver,1216,1215,0.81537825,0.835066,0.77731705,0.7655518775163941
185,silver,1217,1216,0.7825473,0.7896005,0.6990044,0.8621021451852331
186,silver,1218,1217,0.8528661,0.859396,0.8755007,0.9323205216716615
187,silver,1219,1218,0.9415526,0.91253924,0.96607375,0.8782333938375202
188,silver,1220,1219,0.9108237,0.90614945,0.926786,0.8179784356363288
189,silver,1221,1220,0.8545601,0.8357449,0.83685786,0.8817917575108191
190,silver,1222,1221,0.879353,0.9090863,0.8790709,0.8279418539215648
191,silver,1223,1222,0.82146597,0.8432404,0.83464456,0.5949876454429409
192,silver,1224,1223,0.6209556,0.51444185,0.5963492,0.7283076710692006
193,silver,1225,1224,0.7314564,0.70292133,0.68761146,0.8443103268187396
194,silver,1226,1225,0.84970313,0.8121287,0.8474573,0.8699305452664898
195,silver,1227,1226,0.8632037,0.8557147,0.8962732,0.8613904724505733
196,silver,1228,1227,0.863712,0.87716067,0.8908582,0.8433614298391929
197,silver,1229,1228,0.8440594,0.8790171,0.84784603,0.8732516846949027
198,silver,1230,1229,0.8536739,0.90252715,0.86629784,0.8844012242045713
199,silver,1231,1230,0.84117275,0.9132645,0.8667961,0.8749122544091082
200,silver,1232,1231,0.8471642,0.94103456,0.89159924,0.8390913934312343
201,silver,1233,1232,0.8497613,0.9570127,0.85216624,0.994710498076833
202,silver,1234,1233,0.98080975,1.059385,0.9875948,1.0675383412570136
203,silver,1235,1234,1.0562243,1.1115462,1.0748303,1.0371736379115308
204,silver,1236,1235,1.0265237,1.0906817,1.0501708,1.0170095770961711
205,silver,1237,1236,1.0026655,1.0927162,1.001958,1.1638513846809657
206,silver,1238,1237,1.1405429,1.1303928,1.1338694,1.2971714103072254
207,silver,1239,1238,1.3010385,1.3536774,1.2684604,1.2319347429634155
208,silver,1240,1239,1.2425606,1.2812048,1.2281331,1.298120307286772
209,silver,1241,1240,1.3001233,1.3609091,1.2927427,1.3320433743055526
210,silver,1242,1241,1.3471646,1.360502,1.343803,1.2124823548827157
211,silver,1243,1242,1.2071141,1.2392075,1.2140424,1.2369164521060332
212,silver,1244,1243,1.2071227,1.2598108,1.241346,1.2200735307190862
213,silver,1245,1244,1.2115954,1.2600857,1.2349674,1.1795081848434807
214,silver,1246,1245,1.1954944,1.2310009,1.1905175,1.2089239912094167
215,silver,1247,1246,1.1989241,1.2761313,1.205399,1.0746550686036114
216,silver,1248,1247,1.0764457,1.1315975,1.0885882,1.0091811770149146
217,silver,1249,1248,1.0086536,1.0466015,1.0344679,1.1704936635377905
218,silver,1250,1249,1.1328968,1.2317599,1.1497293,1.2288508277798895
219,silver,1251,1250,1.2103539,1.2088423,1.212835,1.3201821620612242
220,silver,1252,1251,1.3212343,1.2610179,1.3037431,1.2670439312066297
221,silver,1253,1252,1.2617729,1.2028947,1.2807082,1.3747437383851375
222,silver,1254,1253,1.3538224,1.2561498,1.3733715,1.5002353639301396
223,silver,1255,1254,1.4949796,1.36715,1.4861038,1.5109104549500363
224,silver,1256,1255,1.5303441,1.4007028,1.4973123,1.4537394119323699
225,silver,1257,1256,1.4807346,1.337338,1.4444761,1.41554630850563
226,silver,1258,1257,1.4409837,1.3750149,1.3993702,1.4684473151153383
227,silver,1259,1258,1.4722465,1.4300433,1.4594482,1.40510844173062
228,silver,1260,1259,1.4214952,1.4002582,1.416627,1.3768787565891167
229,silver,1261,1260,1.3876513,1.4147696,1.3759286,1.2620622220640112
230,silver,1262,1261,1.2830597,1.330579,1.2662368,1.0575749229717768
231,silver,1263,1262,1.071182,1.1173234,1.0544894,1.0720456019098583
232,silver,1264,1263,1.047524,1.1612018,1.0558469,0.9864076495058026
233,silver,1265,1264,0.98561853,1.0962397,1.0066316,0.9864076495058026
234,silver,1266,1265,0.9864977,1.0970738,1.00094,0.9192731882028995
235,silver,1267,1266,0.95187885,0.97824204,0.9290457,0.9104958911420962
